id;status_group
39291;Functional
39436;Non-functional
29216;Functional
12682;Non-functional
48580;Functional
22504;Functional
54078;Functional
18687;Functional
41128;Non-functional
73213;Functional
52967;Functional
73043;Non-functional
23440;Non-functional
51098;Non-functional
37286;Functional
3953;Non-functional
70347;Non-functional
61706;Functional
45392;Non-functional
12844;Functional
8890;Non-functional
49091;Functional
44085;Functional
19625;Functional
44799;Non-functional
36158;Non-functional
36397;Functional
13057;Functional
5874;Functional
9067;Non-functional
15956;Non-functional
3693;Functional
65220;Functional
31365;Functional
60072;Non-functional
45524;Non-functional
536;Non-functional
21099;Non-functional
45506;Non-functional
39120;Functional
66657;Non-functional
20094;Functional
20309;Functional
49113;Non-functional
44016;Non-functional
7210;Non-functional
34555;Functional
16088;Non-functional
25292;Functional
60748;Non-functional
27452;Functional
59367;Non-functional
59662;Functional
63833;Functional
63706;Functional
40887;Non-functional
3501;Functional
20532;Functional
1386;Functional
34149;Non-functional
43398;Functional
49223;Non-functional
58176;Non-functional
57623;Non-functional
12860;Functional
30913;Functional
45960;Functional
34432;Non-functional
17486;Functional
65669;Functional
37837;Non-functional
73292;Non-functional
11651;Non-functional
29408;Functional
37866;Functional
69690;Functional
53995;Non-functional
53366;Non-functional
39328;Non-functional
2320;Functional
67731;Functional
57014;Non-functional
62940;Non-functional
50725;Non-functional
2855;Functional
25922;Functional
19440;Functional
31206;Non-functional
2349;Non-functional
57290;Non-functional
9508;Functional
66849;Non-functional
62431;Functional
23245;Functional
21360;Non-functional
44870;Functional
64287;Non-functional
44968;Functional
61846;Functional
49580;Functional
15928;Non-functional
25900;Functional
31819;Non-functional
48103;Non-functional
49852;Functional
17098;Non-functional
1767;Non-functional
33791;Functional
60357;Non-functional
27287;Non-functional
50174;Functional
60161;Functional
10484;Non-functional
33521;Non-functional
56320;Functional
33643;Non-functional
22899;Functional
63343;Non-functional
29869;Functional
41463;Functional
23539;Non-functional
2230;Functional
26037;Functional
375;Non-functional
39654;Non-functional
53096;Non-functional
60168;Functional
16990;Non-functional
21007;Functional
14315;Functional
2177;Functional
49269;Non-functional
4671;Functional
44176;Functional
40998;Non-functional
7333;Non-functional
64091;Functional
68831;Non-functional
42058;Functional
7902;Functional
65022;Functional
28086;Functional
45360;Functional
45083;Functional
32905;Functional
39259;Functional
38013;Functional
38895;Functional
35123;Non-functional
7111;Non-functional
35613;Non-functional
49983;Non-functional
7539;Functional
70967;Non-functional
37779;Non-functional
17732;Non-functional
40619;Non-functional
13128;Functional
62321;Functional
41884;Functional
22763;Non-functional
56616;Functional
48446;Non-functional
59810;Functional
15364;Functional
28596;Functional
16194;Functional
63304;Functional
18910;Non-functional
60481;Functional
42567;Functional
44374;Non-functional
1807;Non-functional
51223;Non-functional
15702;Non-functional
11806;Functional
54631;Functional
27402;Functional
3372;Non-functional
64730;Functional
17064;Functional
26829;Functional
9453;Functional
67241;Functional
73217;Functional
66403;Non-functional
48472;Functional
64553;Functional
24516;Non-functional
20160;Non-functional
6966;Functional
65057;Functional
17269;Non-functional
11662;Functional
27280;Functional
39968;Functional
33060;Non-functional
50189;Functional
8863;Functional
18527;Functional
49700;Functional
71248;Non-functional
52907;Non-functional
7891;Non-functional
50648;Non-functional
51640;Functional
56160;Non-functional
61205;Functional
37237;Functional
39476;Functional
12645;Functional
65423;Functional
59104;Non-functional
12613;Non-functional
20577;Functional
32896;Functional
22800;Functional
15436;Functional
28147;Non-functional
62337;Functional
46824;Non-functional
37508;Functional
55768;Functional
60117;Functional
59651;Functional
40212;Functional
73448;Non-functional
51073;Functional
5001;Functional
33581;Functional
71443;Functional
52469;Non-functional
56512;Non-functional
36028;Functional
22096;Functional
48869;Functional
2988;Functional
18857;Non-functional
5138;Non-functional
13512;Non-functional
20209;Functional
48604;Non-functional
66879;Non-functional
40331;Non-functional
49860;Non-functional
43322;Non-functional
13054;Non-functional
51553;Non-functional
10459;Non-functional
58533;Functional
31297;Functional
63877;Non-functional
42620;Functional
45603;Functional
5494;Non-functional
22161;Functional
3807;Non-functional
9865;Functional
23557;Functional
48471;Functional
13087;Functional
67705;Functional
31275;Functional
66376;Functional
29811;Non-functional
47938;Non-functional
60613;Functional
13300;Non-functional
42764;Functional
62481;Functional
5483;Functional
72602;Non-functional
72209;Non-functional
60017;Functional
320;Functional
44190;Functional
44812;Functional
19675;Non-functional
24619;Functional
51059;Functional
4253;Non-functional
64624;Functional
3451;Non-functional
28982;Functional
11328;Functional
41177;Functional
15005;Functional
42649;Non-functional
33997;Non-functional
9917;Functional
55120;Functional
59177;Functional
17066;Non-functional
8462;Functional
28474;Functional
19611;Non-functional
53689;Functional
69613;Non-functional
40335;Functional
21223;Functional
48646;Non-functional
58015;Non-functional
56587;Functional
47054;Non-functional
66850;Functional
19266;Functional
41509;Non-functional
50766;Non-functional
14113;Non-functional
42577;Functional
60521;Non-functional
31241;Functional
31095;Functional
42850;Functional
37852;Functional
62257;Functional
9974;Functional
55266;Functional
58758;Non-functional
28508;Functional
4268;Functional
29508;Functional
51429;Functional
58930;Non-functional
21969;Non-functional
37997;Functional
71748;Non-functional
3149;Functional
74152;Functional
60368;Functional
16858;Functional
37670;Non-functional
35354;Functional
7892;Non-functional
47875;Non-functional
6277;Functional
1223;Non-functional
17318;Functional
9651;Functional
889;Functional
4613;Functional
32108;Functional
17178;Functional
72309;Functional
36341;Functional
7495;Functional
61011;Non-functional
31353;Functional
12647;Functional
50067;Non-functional
54404;Functional
45856;Functional
56731;Functional
11704;Non-functional
38790;Functional
36015;Non-functional
2720;Functional
40229;Functional
43850;Non-functional
36182;Non-functional
37563;Functional
39146;Functional
28766;Non-functional
67633;Functional
24922;Non-functional
51987;Non-functional
52414;Functional
21708;Non-functional
48070;Functional
69586;Functional
16882;Non-functional
23894;Non-functional
18759;Non-functional
62851;Functional
50087;Non-functional
42665;Non-functional
11705;Functional
24892;Non-functional
26397;Functional
15550;Non-functional
37931;Functional
52844;Functional
8024;Non-functional
40987;Functional
48760;Non-functional
23575;Functional
10117;Functional
10647;Non-functional
42722;Non-functional
45067;Non-functional
60680;Non-functional
54669;Non-functional
7919;Functional
58595;Functional
2381;Functional
39457;Non-functional
6055;Non-functional
59141;Functional
13698;Functional
63930;Non-functional
11930;Non-functional
57875;Functional
66958;Non-functional
47427;Functional
42025;Functional
13019;Non-functional
10295;Functional
1468;Functional
64449;Functional
35590;Functional
66187;Non-functional
67742;Non-functional
16104;Non-functional
73801;Non-functional
63163;Non-functional
60345;Functional
39099;Non-functional
405;Functional
58984;Non-functional
22877;Non-functional
13783;Non-functional
15148;Functional
67707;Non-functional
570;Functional
21674;Functional
49827;Functional
65611;Non-functional
48052;Functional
59547;Non-functional
39793;Non-functional
27686;Functional
53927;Functional
54485;Non-functional
11922;Functional
34851;Non-functional
14646;Functional
38991;Non-functional
20155;Functional
50328;Functional
72786;Non-functional
61652;Functional
10296;Functional
9126;Functional
47495;Functional
46307;Non-functional
69138;Non-functional
74198;Non-functional
2225;Non-functional
29754;Non-functional
59626;Non-functional
38715;Functional
33644;Functional
42537;Functional
6102;Functional
22099;Functional
73285;Functional
30675;Functional
45645;Functional
10133;Functional
31392;Functional
53757;Functional
69091;Non-functional
34819;Non-functional
30233;Functional
8541;Non-functional
20185;Functional
15100;Functional
22154;Non-functional
65590;Non-functional
21544;Functional
33226;Functional
37935;Functional
4179;Non-functional
12087;Functional
15163;Non-functional
37300;Functional
45039;Functional
46519;Functional
8850;Non-functional
7211;Functional
72111;Functional
20652;Functional
37761;Non-functional
13869;Functional
20960;Non-functional
51314;Non-functional
25560;Functional
48880;Non-functional
33275;Non-functional
17433;Non-functional
71960;Functional
70739;Non-functional
22260;Functional
48713;Non-functional
30294;Functional
27185;Non-functional
21593;Functional
32119;Non-functional
20299;Non-functional
55818;Non-functional
74137;Non-functional
46159;Functional
59203;Non-functional
20171;Non-functional
18385;Functional
44915;Functional
15941;Functional
15865;Functional
57598;Functional
56036;Functional
35251;Non-functional
31002;Functional
3720;Functional
63990;Functional
7340;Functional
68382;Non-functional
48833;Non-functional
54309;Functional
29274;Functional
26159;Functional
5756;Non-functional
65520;Non-functional
17723;Functional
43704;Functional
32284;Functional
26312;Non-functional
54828;Non-functional
21386;Functional
26077;Functional
54702;Non-functional
68427;Functional
41359;Non-functional
57912;Functional
57126;Non-functional
21321;Non-functional
53202;Non-functional
3351;Functional
41354;Functional
19050;Functional
15929;Functional
31560;Non-functional
61696;Functional
56022;Non-functional
48422;Non-functional
18651;Functional
23414;Non-functional
23653;Functional
4003;Functional
26311;Non-functional
70408;Non-functional
42630;Non-functional
64456;Non-functional
66412;Functional
39856;Functional
54522;Non-functional
10505;Functional
31406;Non-functional
28354;Functional
2621;Non-functional
55216;Functional
40173;Non-functional
37985;Non-functional
52840;Functional
12109;Functional
26963;Non-functional
46197;Non-functional
22081;Functional
46780;Functional
2633;Non-functional
56927;Functional
59682;Non-functional
38169;Non-functional
49662;Non-functional
27236;Non-functional
66648;Functional
60179;Functional
46608;Non-functional
7912;Non-functional
40483;Functional
28335;Non-functional
64791;Functional
970;Non-functional
54743;Functional
70993;Functional
46287;Functional
27169;Non-functional
29471;Functional
71476;Functional
45420;Functional
71980;Non-functional
72862;Functional
6168;Non-functional
73489;Non-functional
67595;Non-functional
37418;Functional
23319;Non-functional
379;Functional
61286;Functional
15933;Functional
55858;Non-functional
60144;Non-functional
4352;Non-functional
9905;Non-functional
27743;Functional
35256;Functional
35537;Non-functional
25120;Functional
43468;Functional
53035;Non-functional
69597;Non-functional
1440;Functional
54701;Functional
50701;Functional
26306;Non-functional
5101;Functional
50562;Non-functional
21381;Non-functional
61186;Functional
10726;Non-functional
38114;Non-functional
52810;Non-functional
20389;Non-functional
43615;Functional
57068;Functional
49109;Non-functional
11086;Non-functional
73675;Non-functional
12727;Functional
48628;Functional
34433;Non-functional
57340;Functional
46701;Functional
35299;Functional
41210;Functional
49874;Functional
13390;Non-functional
66488;Functional
67786;Functional
57646;Functional
66031;Non-functional
32846;Functional
